epoch,train_loss,accuracy,precision,recall,f1,loss
1,0.7171880344265766,0.9990186457311089,0.9981785063752276,1.0,0.9990884229717412,0.5505457757382678
2,0.6004472093903237,0.9970559371933267,0.9945553539019963,1.0,0.997270245677889,0.5353864252391811
3,0.5948130300988749,0.9990186457311089,0.9981785063752276,1.0,0.9990884229717412,0.524869850971046
